Col1: Sensor [V]	Col2: Absolute time (Y:M:D - H:M:S)	Col3: Absolute time (epoch) [sec]
00.9130720139	2020 Jul 13 - 10:37:57	001594629477.991
00.6481821419	2020 Jul 13 - 10:37:59	001594629479.015
00.2508802020	2020 Jul 13 - 10:38:00	001594629480.033
-0.9000301869	2020 Jul 13 - 10:38:01	001594629481.043
-0.7716925212	2020 Jul 13 - 10:38:02	001594629482.054
-0.8946690823	2020 Jul 13 - 10:38:03	001594629483.064
-0.7756717373	2020 Jul 13 - 10:38:04	001594629484.081
-0.9676480270	2020 Jul 13 - 10:38:05	001594629485.091
00.6402234652	2020 Jul 13 - 10:38:06	001594629486.109
00.9352335429	2020 Jul 13 - 10:38:07	001594629487.120
00.9129113094	2020 Jul 13 - 10:38:08	001594629488.130
00.4672479037	2020 Jul 13 - 10:38:09	001594629489.148
00.7344580470	2020 Jul 13 - 10:38:10	001594629490.159
00.1852401861	2020 Jul 13 - 10:38:11	001594629491.175
00.6013491884	2020 Jul 13 - 10:38:12	001594629492.185
-0.1457449400	2020 Jul 13 - 10:38:13	001594629493.195
00.7049011220	2020 Jul 13 - 10:38:14	001594629494.211
00.2090446731	2020 Jul 13 - 10:38:15	001594629495.221
-0.4935896542	2020 Jul 13 - 10:38:16	001594629496.244
00.7084978188	2020 Jul 13 - 10:38:17	001594629497.253
-0.9475717047	2020 Jul 13 - 10:38:18	001594629498.261
00.3263884056	2020 Jul 13 - 10:38:19	001594629499.276
00.4009803724	2020 Jul 13 - 10:38:20	001594629500.291
00.4531777459	2020 Jul 13 - 10:38:21	001594629501.302
00.3591666217	2020 Jul 13 - 10:38:22	001594629502.335
-0.9598921679	2020 Jul 13 - 10:38:23	001594629503.349
-0.9011443673	2020 Jul 13 - 10:38:24	001594629504.380
-0.1078153693	2020 Jul 13 - 10:38:25	001594629505.393
00.4955196945	2020 Jul 13 - 10:38:26	001594629506.403
00.9904551347	2020 Jul 13 - 10:38:27	001594629507.420
-0.0419976266	2020 Jul 13 - 10:38:28	001594629508.431
00.4746321853	2020 Jul 13 - 10:38:29	001594629509.441
-0.6823083180	2020 Jul 13 - 10:38:30	001594629510.459
-0.9223062274	2020 Jul 13 - 10:38:31	001594629511.474
-0.7582028035	2020 Jul 13 - 10:38:32	001594629512.491
-0.5438061832	2020 Jul 13 - 10:38:33	001594629513.503
00.4591072802	2020 Jul 13 - 10:38:34	001594629514.514
-0.5428507165	2020 Jul 13 - 10:38:35	001594629515.530
-0.0626392765	2020 Jul 13 - 10:38:36	001594629516.546
-0.9972584092	2020 Jul 13 - 10:38:37	001594629517.571
-0.8093531332	2020 Jul 13 - 10:38:38	001594629518.580
-0.6002763790	2020 Jul 13 - 10:38:39	001594629519.599
00.0595572804	2020 Jul 13 - 10:38:40	001594629520.613
-0.8289187753	2020 Jul 13 - 10:38:41	001594629521.629
-0.1880121921	2020 Jul 13 - 10:38:42	001594629522.646
00.6243614870	2020 Jul 13 - 10:38:43	001594629523.659
-0.0811821339	2020 Jul 13 - 10:38:44	001594629524.669
00.8051794596	2020 Jul 13 - 10:38:45	001594629525.680
00.0351704828	2020 Jul 13 - 10:38:46	001594629526.690
00.6898759279	2020 Jul 13 - 10:38:47	001594629527.700
-0.8699788375	2020 Jul 13 - 10:38:48	001594629528.724
00.2914666455	2020 Jul 13 - 10:38:49	001594629529.741
00.9334874469	2020 Jul 13 - 10:38:50	001594629530.756
-0.9222305867	2020 Jul 13 - 10:38:51	001594629531.767
00.5298672703	2020 Jul 13 - 10:38:52	001594629532.777
00.9204642521	2020 Jul 13 - 10:38:53	001594629533.794
-0.6691478471	2020 Jul 13 - 10:38:54	001594629534.807
00.1014885661	2020 Jul 13 - 10:38:55	001594629535.819
-0.6996395122	2020 Jul 13 - 10:38:56	001594629536.849
-0.9172970546	2020 Jul 13 - 10:38:57	001594629537.865
-0.7750562918	2020 Jul 13 - 10:38:58	001594629538.876
-0.1179994502	2020 Jul 13 - 10:38:59	001594629539.886
00.9092533431	2020 Jul 13 - 10:39:00	001594629540.915
00.3883511404	2020 Jul 13 - 10:39:01	001594629541.931
00.9301739879	2020 Jul 13 - 10:39:02	001594629542.942
-0.7133774526	2020 Jul 13 - 10:39:03	001594629543.963
00.4082159555	2020 Jul 13 - 10:39:04	001594629544.973
00.0646454608	2020 Jul 13 - 10:39:05	001594629545.989
00.9365896288	2020 Jul 13 - 10:39:06	001594629547.000
-0.2530354204	2020 Jul 13 - 10:39:08	001594629548.017
00.9859182909	2020 Jul 13 - 10:39:09	001594629549.028
-0.6073364079	2020 Jul 13 - 10:39:10	001594629550.039
-0.1910742167	2020 Jul 13 - 10:39:11	001594629551.056
-0.6810463598	2020 Jul 13 - 10:39:12	001594629552.073
00.8030990253	2020 Jul 13 - 10:39:13	001594629553.084
-0.0846713313	2020 Jul 13 - 10:39:14	001594629554.101
00.5650159721	2020 Jul 13 - 10:39:15	001594629555.124
-0.2867947106	2020 Jul 13 - 10:39:16	001594629556.134
-0.3749171073	2020 Jul 13 - 10:39:17	001594629557.145
00.3763147256	2020 Jul 13 - 10:39:18	001594629558.162
-0.2244610898	2020 Jul 13 - 10:39:19	001594629559.173
-0.0041039273	2020 Jul 13 - 10:39:20	001594629560.192
-0.5740831310	2020 Jul 13 - 10:39:21	001594629561.223
-0.8517735307	2020 Jul 13 - 10:39:22	001594629562.255
00.5807719104	2020 Jul 13 - 10:39:23	001594629563.265
00.6470524317	2020 Jul 13 - 10:39:24	001594629564.277
-0.2734181215	2020 Jul 13 - 10:39:25	001594629565.297
-0.3196851142	2020 Jul 13 - 10:39:26	001594629566.308
-0.8026884184	2020 Jul 13 - 10:39:27	001594629567.319
-0.3838314558	2020 Jul 13 - 10:39:28	001594629568.336
-0.7777817282	2020 Jul 13 - 10:39:29	001594629569.354
-0.3378363504	2020 Jul 13 - 10:39:30	001594629570.364
-0.7684619362	2020 Jul 13 - 10:39:31	001594629571.381
-0.2249586649	2020 Jul 13 - 10:39:32	001594629572.398
00.5002390056	2020 Jul 13 - 10:39:33	001594629573.414
00.4425417308	2020 Jul 13 - 10:39:34	001594629574.431
00.5181828155	2020 Jul 13 - 10:39:35	001594629575.448
00.7488254043	2020 Jul 13 - 10:39:36	001594629576.476
-0.5154594526	2020 Jul 13 - 10:39:37	001594629577.486
-0.7757213441	2020 Jul 13 - 10:39:38	001594629578.495
-0.9883744381	2020 Jul 13 - 10:39:39	001594629579.506
-0.6249723864	2020 Jul 13 - 10:39:40	001594629580.516
00.4523764284	2020 Jul 13 - 10:39:41	001594629581.539
-0.4162150782	2020 Jul 13 - 10:39:42	001594629582.556
-0.5052632632	2020 Jul 13 - 10:39:43	001594629583.573
00.2495411453	2020 Jul 13 - 10:39:44	001594629584.584
00.2491369170	2020 Jul 13 - 10:39:45	001594629585.601
00.5468021682	2020 Jul 13 - 10:39:46	001594629586.625
-0.9458212591	2020 Jul 13 - 10:39:47	001594629587.642
-0.5388960310	2020 Jul 13 - 10:39:48	001594629588.672
00.1257457311	2020 Jul 13 - 10:39:49	001594629589.689
00.0445071510	2020 Jul 13 - 10:39:50	001594629590.700
00.8335568473	2020 Jul 13 - 10:39:51	001594629591.723
-0.6189887947	2020 Jul 13 - 10:39:52	001594629592.734
00.0177384894	2020 Jul 13 - 10:39:53	001594629593.745
-0.4834232942	2020 Jul 13 - 10:39:54	001594629594.755
00.1656598389	2020 Jul 13 - 10:39:55	001594629595.772
00.8288452074	2020 Jul 13 - 10:39:56	001594629596.789
-0.4399148380	2020 Jul 13 - 10:39:57	001594629597.799
00.4812532326	2020 Jul 13 - 10:39:58	001594629598.816
00.6032810934	2020 Jul 13 - 10:39:59	001594629599.838
00.0420359706	2020 Jul 13 - 10:40:00	001594629600.861
00.6830722420	2020 Jul 13 - 10:40:01	001594629601.871
00.1916076648	2020 Jul 13 - 10:40:02	001594629602.888
00.1573868701	2020 Jul 13 - 10:40:03	001594629603.917
-0.1662300711	2020 Jul 13 - 10:40:04	001594629604.928
00.0352400715	2020 Jul 13 - 10:40:05	001594629605.950
-0.5826270967	2020 Jul 13 - 10:40:06	001594629606.961
00.7225810487	2020 Jul 13 - 10:40:07	001594629607.979
-0.1705088541	2020 Jul 13 - 10:40:08	001594629608.990
00.0691244085	2020 Jul 13 - 10:40:09	001594629610.001
-0.8308482331	2020 Jul 13 - 10:40:11	001594629611.017
00.1635680537	2020 Jul 13 - 10:40:12	001594629612.026
00.7331915059	2020 Jul 13 - 10:40:13	001594629613.044
00.3291594944	2020 Jul 13 - 10:40:14	001594629614.054
00.8724440003	2020 Jul 13 - 10:40:15	001594629615.071
00.1184637367	2020 Jul 13 - 10:40:16	001594629616.093
00.1291683610	2020 Jul 13 - 10:40:17	001594629617.107
00.7666019924	2020 Jul 13 - 10:40:18	001594629618.124
-0.2076519060	2020 Jul 13 - 10:40:19	001594629619.142
-0.2031755871	2020 Jul 13 - 10:40:20	001594629620.185
00.4812209751	2020 Jul 13 - 10:40:21	001594629621.196
00.9718257868	2020 Jul 13 - 10:40:22	001594629622.207
-0.5776936187	2020 Jul 13 - 10:40:23	001594629623.232
00.9099362760	2020 Jul 13 - 10:40:24	001594629624.243
-0.9504047861	2020 Jul 13 - 10:40:25	001594629625.254
-0.6117296845	2020 Jul 13 - 10:40:26	001594629626.271
-0.1253354917	2020 Jul 13 - 10:40:27	001594629627.282
00.5174247325	2020 Jul 13 - 10:40:28	001594629628.293
00.7678370983	2020 Jul 13 - 10:40:29	001594629629.318
-0.6256298609	2020 Jul 13 - 10:40:30	001594629630.329
-0.5872214146	2020 Jul 13 - 10:40:31	001594629631.339
00.7548347383	2020 Jul 13 - 10:40:32	001594629632.364
00.1425128569	2020 Jul 13 - 10:40:33	001594629633.387
00.3711535254	2020 Jul 13 - 10:40:34	001594629634.403
00.6969781336	2020 Jul 13 - 10:40:35	001594629635.420
00.6186601426	2020 Jul 13 - 10:40:36	001594629636.437
-0.7128766380	2020 Jul 13 - 10:40:37	001594629637.459
-0.1198485729	2020 Jul 13 - 10:40:38	001594629638.477
00.9300007971	2020 Jul 13 - 10:40:39	001594629639.494
-0.0444210369	2020 Jul 13 - 10:40:40	001594629640.516
-0.0637930618	2020 Jul 13 - 10:40:41	001594629641.527
00.2342357607	2020 Jul 13 - 10:40:42	001594629642.538
-0.2113244225	2020 Jul 13 - 10:40:43	001594629643.554
00.0015974814	2020 Jul 13 - 10:40:44	001594629644.569
-0.5604997094	2020 Jul 13 - 10:40:45	001594629645.579
-0.3812199070	2020 Jul 13 - 10:40:46	001594629646.595
00.0141717174	2020 Jul 13 - 10:40:47	001594629647.604
-0.7057939006	2020 Jul 13 - 10:40:48	001594629648.618
00.9763792861	2020 Jul 13 - 10:40:49	001594629649.633
00.7033008511	2020 Jul 13 - 10:40:50	001594629650.647
00.7779200458	2020 Jul 13 - 10:40:51	001594629651.664
00.8165348867	2020 Jul 13 - 10:40:52	001594629652.694
-0.0587076304	2020 Jul 13 - 10:40:53	001594629653.714
00.7426998369	2020 Jul 13 - 10:40:54	001594629654.729
-0.0450494852	2020 Jul 13 - 10:40:55	001594629655.773
-0.8205604901	2020 Jul 13 - 10:40:56	001594629656.785
00.8966412619	2020 Jul 13 - 10:40:57	001594629657.794
00.1629754097	2020 Jul 13 - 10:40:58	001594629658.823
00.7602134100	2020 Jul 13 - 10:40:59	001594629659.834
00.0525244377	2020 Jul 13 - 10:41:00	001594629660.865
00.2441240265	2020 Jul 13 - 10:41:01	001594629661.879
00.7301210474	2020 Jul 13 - 10:41:02	001594629662.896
00.1665149640	2020 Jul 13 - 10:41:03	001594629663.907
-0.1388220656	2020 Jul 13 - 10:41:04	001594629664.918
-0.6821208053	2020 Jul 13 - 10:41:05	001594629665.931
-0.0788581434	2020 Jul 13 - 10:41:06	001594629666.949
00.9232110692	2020 Jul 13 - 10:41:07	001594629667.967
00.2514029530	2020 Jul 13 - 10:41:08	001594629668.984
00.9646103352	2020 Jul 13 - 10:41:09	001594629669.995
-0.0593141681	2020 Jul 13 - 10:41:11	001594629671.012
-0.4802906055	2020 Jul 13 - 10:41:12	001594629672.023
-0.9519004022	2020 Jul 13 - 10:41:13	001594629673.034
00.6786961810	2020 Jul 13 - 10:41:14	001594629674.045
00.9101592896	2020 Jul 13 - 10:41:15	001594629675.060
-0.0482335307	2020 Jul 13 - 10:41:16	001594629676.078
-0.6512978907	2020 Jul 13 - 10:41:17	001594629677.099
00.6854509615	2020 Jul 13 - 10:41:18	001594629678.118
-0.5125968039	2020 Jul 13 - 10:41:19	001594629679.130
-0.1018599660	2020 Jul 13 - 10:41:20	001594629680.153
00.6880677762	2020 Jul 13 - 10:41:21	001594629681.171
-0.7031414655	2020 Jul 13 - 10:41:22	001594629682.180
-0.5452280153	2020 Jul 13 - 10:41:23	001594629683.196
-0.3488975939	2020 Jul 13 - 10:41:24	001594629684.206
00.0407268895	2020 Jul 13 - 10:41:25	001594629685.217
-0.5901800331	2020 Jul 13 - 10:41:26	001594629686.235
00.4790276526	2020 Jul 13 - 10:41:27	001594629687.251
-0.4342813888	2020 Jul 13 - 10:41:28	001594629688.273
00.9127146253	2020 Jul 13 - 10:41:29	001594629689.302
-0.7990324940	2020 Jul 13 - 10:41:30	001594629690.325
-0.8860203806	2020 Jul 13 - 10:41:31	001594629691.341
00.6718911932	2020 Jul 13 - 10:41:32	001594629692.351
-0.4286264001	2020 Jul 13 - 10:41:33	001594629693.368
00.3846047886	2020 Jul 13 - 10:41:34	001594629694.379
00.9948221549	2020 Jul 13 - 10:41:35	001594629695.389
00.5430594982	2020 Jul 13 - 10:41:36	001594629696.412
00.5805018382	2020 Jul 13 - 10:41:37	001594629697.430
00.8062365860	2020 Jul 13 - 10:41:38	001594629698.441
-0.8789545708	2020 Jul 13 - 10:41:39	001594629699.457
-0.8899039668	2020 Jul 13 - 10:41:40	001594629700.468
00.5976463689	2020 Jul 13 - 10:41:41	001594629701.485
-0.6689038541	2020 Jul 13 - 10:41:42	001594629702.495
00.3213007514	2020 Jul 13 - 10:41:43	001594629703.511
00.5744598831	2020 Jul 13 - 10:41:44	001594629704.522
-0.4430635912	2020 Jul 13 - 10:41:45	001594629705.538
00.2225450407	2020 Jul 13 - 10:41:46	001594629706.557
-0.8456154197	2020 Jul 13 - 10:41:47	001594629707.569
00.2475969770	2020 Jul 13 - 10:41:48	001594629708.585
00.8328659222	2020 Jul 13 - 10:41:49	001594629709.608
-0.8472542148	2020 Jul 13 - 10:41:50	001594629710.620
-0.5383004017	2020 Jul 13 - 10:41:51	001594629711.634
-0.6755301289	2020 Jul 13 - 10:41:52	001594629712.656
00.7908839454	2020 Jul 13 - 10:41:53	001594629713.667
-0.7612579493	2020 Jul 13 - 10:41:54	001594629714.679
-0.0821883727	2020 Jul 13 - 10:41:55	001594629715.697
-0.4732742387	2020 Jul 13 - 10:41:56	001594629716.707
00.2043578692	2020 Jul 13 - 10:41:57	001594629717.718
-0.8170209021	2020 Jul 13 - 10:41:58	001594629718.735
00.0905068642	2020 Jul 13 - 10:41:59	001594629719.752
00.0435326829	2020 Jul 13 - 10:42:00	001594629720.786
00.5342058406	2020 Jul 13 - 10:42:01	001594629721.802
00.0270436543	2020 Jul 13 - 10:42:02	001594629722.819
00.8435601597	2020 Jul 13 - 10:42:03	001594629723.854
00.5144703907	2020 Jul 13 - 10:42:04	001594629724.865
00.3394555666	2020 Jul 13 - 10:42:05	001594629725.875
-0.1587417740	2020 Jul 13 - 10:42:06	001594629726.886
-0.4788283532	2020 Jul 13 - 10:42:07	001594629727.897
-0.1882943573	2020 Jul 13 - 10:42:08	001594629728.915
00.9736314891	2020 Jul 13 - 10:42:09	001594629729.928
-0.9826714520	2020 Jul 13 - 10:42:10	001594629730.946
-0.9593682603	2020 Jul 13 - 10:42:11	001594629731.956
-0.1137501634	2020 Jul 13 - 10:42:12	001594629732.967
00.2645398511	2020 Jul 13 - 10:42:13	001594629733.978
-0.9135450078	2020 Jul 13 - 10:42:14	001594629734.994
00.4466563539	2020 Jul 13 - 10:42:16	001594629736.003
-0.8654217804	2020 Jul 13 - 10:42:17	001594629737.012
-0.8549444124	2020 Jul 13 - 10:42:18	001594629738.021
00.0353571928	2020 Jul 13 - 10:42:19	001594629739.030
-0.5071861771	2020 Jul 13 - 10:42:20	001594629740.046
-0.0692443647	2020 Jul 13 - 10:42:21	001594629741.054
00.2778748129	2020 Jul 13 - 10:42:22	001594629742.064
00.4285513981	2020 Jul 13 - 10:42:23	001594629743.085
-0.7598984023	2020 Jul 13 - 10:42:24	001594629744.101
-0.0228817608	2020 Jul 13 - 10:42:25	001594629745.109
-0.7811802022	2020 Jul 13 - 10:42:26	001594629746.133
00.6810934021	2020 Jul 13 - 10:42:27	001594629747.142
00.7211792538	2020 Jul 13 - 10:42:28	001594629748.158
00.5898440069	2020 Jul 13 - 10:42:29	001594629749.173
-0.9824055431	2020 Jul 13 - 10:42:30	001594629750.182
-0.1909838553	2020 Jul 13 - 10:42:31	001594629751.190
-0.0682231026	2020 Jul 13 - 10:42:32	001594629752.205
00.3455888334	2020 Jul 13 - 10:42:33	001594629753.220
-0.5252314429	2020 Jul 13 - 10:42:34	001594629754.228
-0.2449295338	2020 Jul 13 - 10:42:35	001594629755.236
00.9675823497	2020 Jul 13 - 10:42:36	001594629756.244
00.4617046918	2020 Jul 13 - 10:42:37	001594629757.279
-0.2884101603	2020 Jul 13 - 10:42:38	001594629758.300
00.0169763903	2020 Jul 13 - 10:42:39	001594629759.309
00.1173926847	2020 Jul 13 - 10:42:40	001594629760.318
-0.3385967914	2020 Jul 13 - 10:42:41	001594629761.333
-0.5853443251	2020 Jul 13 - 10:42:42	001594629762.353
-0.8445959340	2020 Jul 13 - 10:42:43	001594629763.368
00.2814791641	2020 Jul 13 - 10:42:44	001594629764.384
-0.5902356333	2020 Jul 13 - 10:42:45	001594629765.393
-0.6155199676	2020 Jul 13 - 10:42:46	001594629766.402
00.4639824730	2020 Jul 13 - 10:42:47	001594629767.419
00.3239079104	2020 Jul 13 - 10:42:48	001594629768.451
00.1982452597	2020 Jul 13 - 10:42:49	001594629769.480
00.3030462744	2020 Jul 13 - 10:42:50	001594629770.495
-0.6007833715	2020 Jul 13 - 10:42:51	001594629771.510
-0.7036825433	2020 Jul 13 - 10:42:52	001594629772.520
-0.7892914874	2020 Jul 13 - 10:42:53	001594629773.529
-0.9634629725	2020 Jul 13 - 10:42:54	001594629774.546
00.7844419851	2020 Jul 13 - 10:42:55	001594629775.574
00.3741067822	2020 Jul 13 - 10:42:56	001594629776.582
-0.6027734516	2020 Jul 13 - 10:42:57	001594629777.603
-0.8592580485	2020 Jul 13 - 10:42:58	001594629778.622
-0.6501362178	2020 Jul 13 - 10:42:59	001594629779.652
-0.0442954543	2020 Jul 13 - 10:43:00	001594629780.665
-0.1857127167	2020 Jul 13 - 10:43:01	001594629781.689
